номер_документа,дата_документа,вид_операции,контрагент,инн_контрагента,кпп_контрагента,договор,номер_договора,регистрационный_номер_договора,дата_регистрации_договора,цфо_договор,статья_ддс,статья_начисления,внутренний_номер_в_до,источник_договора,валюта_документа,п_п,номенклатура,содержание_услуги,этап_проекта_документ,цфо_документ,ндс,ндс_2,сумма,сумма_включает_ндс,счет_доходов,номенклатурная_группа,счет_затрат,номенклатурная_группа_2,статьи_затрат
"Поступление (акт, накладная, УПД) МКУХ-005592 от 31.03.2026 23:59:59",Отражение фактических данных МКУХ-003400 от 31.03.2026 23:59:59,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
МКУХ-005592,31.03.2026 23:59:59,Услуги,ДЕЛОВАЯ СЕТЬ - ИРКУТСК АО,3808027376,381201001,Договор №120700612 от 01.08.2012г.,\N,\N,\N,\N,\N,\N,\N,\N,руб.,1,Услуги от поставщика,услуги связи,Договор № SSP240229OL1 от 26.03.2024,Департамент процессинга,22%,42986.09,238377.42,Да,\N,\N,20.01,Обеспечение передачи данных фронтальной сети (связь),"Услуги связи (интернет, мобильная связь, почта и другие) (11030700)"
"Поступление (акт, накладная, УПД) МКУХ-005593 от 31.03.2026 23:59:59",Отражение фактических данных МКУХ-003401 от 31.03.2026 23:59:59,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
МКУХ-005593,31.03.2026 23:59:59,Услуги,ОРАНЖ БИЗНЕС СЕРВИСЕЗ ООО,7710456087,770701001,Договор №0021479 от 31.12.2015,21479,2613/МК,18.03.2016 0:00:00,Департамент процессинга,"CF02080000 Услуги связи (интернет, мобильная связь, почта и другие)","Услуги связи (интернет, мобильная связь, почта и другие)",00ДО-0000149321,ДО,руб.,1,Услуги от поставщиков / подрядчиков,услуги связи,Договор № SSP240229OL1 от 26.03.2024,Департамент процессинга,22%,13200,73200,Да,\N,\N,20.01,Обеспечение передачи данных фронтальной сети (связь),"Услуги связи (интернет, мобильная связь, почта и другие) (11030700)"
"Поступление (акт, накладная, УПД) МКУХ-005594 от 31.03.2026 23:59:59",Отражение фактических данных МКУХ-003402 от 31.03.2026 23:59:59,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
МКУХ-005594,31.03.2026 23:59:59,Услуги,ОРАНЖ БИЗНЕС СЕРВИСЕЗ ООО,7710456087,770701001,Договор № SP2755 14.05.2008,SP2755,3109/МК,28.08.2008 0:00:00,Департамент процессинга,"CF02080000 Услуги связи (интернет, мобильная связь, почта и другие)","Услуги связи (интернет, мобильная связь, почта и другие)",00ДО-0000148660,ДО,руб.,1,Услуги от поставщиков / подрядчиков,услуги связи,Договор № SSP240229OL1 от 26.03.2024,Департамент процессинга,22%,82598.37,458045.51,Да,\N,\N,20.01,Обеспечение передачи данных фронтальной сети (связь),"Услуги связи (интернет, мобильная связь, почта и другие) (11030700)"
"Поступление (акт, накладная, УПД) МКУХ-005595 от 31.03.2026 23:59:59",Отражение фактических данных МКУХ-003403 от 31.03.2026 23:59:59,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
МКУХ-005595,31.03.2026 23:59:59,Услуги,ОРИЕНТ-ТЕЛЕКОМ АО,3808047630,380801001,Договор №1552-04 от 01.01.2013г.,1552-04,4448/МК,23.05.2013 0:00:00,Департамент процессинга,"CF02080000 Услуги связи (интернет, мобильная связь, почта и другие)","Услуги связи (интернет, мобильная связь, почта и другие)",00ДО-0000148864,ДО,руб.,1,Услуги от поставщиков / подрядчиков,услуги связи,Договор № SSP240229OL1 от 26.03.2024,Департамент процессинга,22%,330,1830,Да,\N,\N,20.01,Обеспечение передачи данных фронтальной сети (связь),"Услуги связи (интернет, мобильная связь, почта и другие) (11030700)"
"Поступление (акт, накладная, УПД) МКУХ-005596 от 31.03.2026 23:59:59",Отражение фактических данных МКУХ-003404 от 31.03.2026 23:59:59,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
МКУХ-005596,31.03.2026 23:59:59,Услуги,САТЕЛЛИТ-СЕРВИС ООО,5902196801,591101001,Договор 594/2011 от 01.11.2011,594/2011,7219/МК,25.11.2011 0:00:00,Департамент процессинга,"CF02080000 Услуги связи (интернет, мобильная связь, почта и другие)","Услуги связи (интернет, мобильная связь, почта и другие)",00ДО-0000147602,ДО,руб.,1,Услуги от поставщиков / подрядчиков,услуги связи,Договор № SSP240229OL1 от 26.03.2024,Департамент процессинга,22%,2888.79,16019.64,Да,\N,\N,20.01,Обеспечение передачи данных фронтальной сети (связь),"Услуги связи (интернет, мобильная связь, почта и другие) (11030700)"
"Поступление (акт, накладная, УПД) МКУХ-005597 от 31.03.2026 23:59:59",Отражение фактических данных МКУХ-003405 от 31.03.2026 23:59:59,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
МКУХ-005597,31.03.2026 23:59:59,Услуги,МУС ЭНЕРГЕТИКИ АО,7705039240,773101001,1194/ИН-Ю от 20.05.2013,1194/ИН-Ю,MK26-02-22-LC,17.02.2026 9:52:53,Департамент процессинга,"CF02080000 Услуги связи (интернет, мобильная связь, почта и другие)",Интернет. Услуги связи,00ДО-0000228948,ДО,руб.,1,Услуги от поставщиков / подрядчиков,услуги связи интернет,Договор № SSP240229OL1 от 26.03.2024,Департамент процессинга,22%,428.82,2377.98,Да,\N,\N,20.01,Обеспечение передачи данных фронтальной сети (связь),"Услуги связи (интернет, мобильная связь, почта и другие) (11030700)"
"Поступление (акт, накладная, УПД) МКУХ-005598 от 31.03.2026 23:59:59",Отражение фактических данных МКУХ-003406 от 31.03.2026 23:59:59,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
МКУХ-005598,31.03.2026 23:59:59,Услуги,МГТС ПАО,7710016640,997750001,Договор N 0081790-1/2004 от 01.03.2004,\N,\N,\N,\N,\N,\N,\N,\N,руб.,1,Услуги от поставщика,Услуги связи,Мультикарта_Департамент процессинга_Бюджет МВЗ,Департамент процессинга,22%,220.88,1224.88,Да,\N,\N,26,"Услуги связи (интернет, мобильная связь, почта и другие) (22030600)",\N
"Поступление (акт, накладная, УПД) МКУХ-005599 от 31.03.2026 23:59:59",Отражение фактических данных МКУХ-003407 от 31.03.2026 23:59:59,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
МКУХ-005599,31.03.2026 23:59:59,Услуги,МГТС ПАО,7710016640,997750001,Договор №700126983-1/2016  от 01.01.2016,700126983-1/2016,1608/МК,18.02.2016 0:00:00,Департамент процессинга,"CF02080000 Услуги связи (интернет, мобильная связь, почта и другие)","Услуги связи (интернет, мобильная связь, почта и другие)",00ДО-0000146773,ДО,руб.,1,Услуги от поставщика,Услуги связи,Договор № SSP240229OL1 от 26.03.2024,Департамент процессинга,22%,75628.52,419394.52,Да,\N,\N,20.01,Обеспечение передачи данных фронтальной сети (связь),"Услуги связи (интернет, мобильная связь, почта и другие) (11030700)"
"Поступление (акт, накладная, УПД) МКУХ-005600 от 31.03.2026 23:59:59",Отражение фактических данных МКУХ-003408 от 31.03.2026 23:59:59,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
МКУХ-005600,31.03.2026 23:59:59,Услуги,АЙТИ-НЭТ ООО,4807012604,480701001,Договор №3330 от 01.10.2014г.,3330,13097/МК,11.12.2014 0:00:00,Департамент процессинга,"CF02080000 Услуги связи (интернет, мобильная связь, почта и другие)","Услуги связи (интернет, мобильная связь, почта и другие)",00ДО-0000147795,ДО,руб.,1,Услуги от поставщика,Услуги связи,Договор № SSP240229OL1 от 26.03.2024,Департамент процессинга,5%,35,735,Да,\N,\N,20.01,Обеспечение передачи данных фронтальной сети (связь),"Услуги связи (интернет, мобильная связь, почта и другие) (11030700)"
"Поступление (акт, накладная, УПД) МКУХ-005601 от 31.03.2026 23:59:59",Отражение фактических данных МКУХ-003409 от 31.03.2026 23:59:59,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
МКУХ-005601,31.03.2026 23:59:59,Услуги,СЕВЕРЕН-ТЕЛЕКОМ АО,7816181675,780401001,Договор №ОУН-08-14 от 01.06.2008 г. (бывший РАДИОН),\N,\N,\N,\N,\N,\N,\N,\N,руб.,1,Услуги от поставщика,Услуги связи,Договор № SSP240229OL1 от 26.03.2024,Департамент процессинга,22%,2324.26,12889.09,Да,\N,\N,20.01,Обеспечение передачи данных фронтальной сети (связь),"Услуги связи (интернет, мобильная связь, почта и другие) (11030700)"
"Поступление (акт, накладная, УПД) МКУХ-005602 от 31.03.2026 23:59:59",Отражение фактических данных МКУХ-003410 от 31.03.2026 23:59:59,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
МКУХ-005602,31.03.2026 23:59:59,Услуги,МК ВЫСОТА АО,6672212600,668501001,Договор №11200780 от 01.05.2017,11200780,7993/МК,16.08.2017 0:00:00,Департамент процессинга,"CF02080000 Услуги связи (интернет, мобильная связь, почта и другие)","Услуги связи (интернет, мобильная связь, почта и другие)",00ДО-0000147767,ДО,руб.,1,Услуги от поставщиков / подрядчиков,услуги связи,Договор № SSP240229OL1 от 26.03.2024,Департамент процессинга,22%,28425.53,157632.5,Да,\N,\N,20.01,Обеспечение передачи данных фронтальной сети (связь),"Услуги связи (интернет, мобильная связь, почта и другие) (11030700)"
